,Date,Temp,Weather,Wind,Humidity,Barometer,Visibility,Clear,Partly sunny,Passing clouds,Scattered clouds,Sunny
0,2012-07-01 00:00:00,12,Clear,11,54,1014,16,1,0,0,0,0
1,2012-07-01 00:30:00,12,Clear,11,54,1014,16,1,0,0,0,0
2,2012-07-01 01:00:00,12,Clear,9,54,1014,16,1,0,0,0,0
3,2012-07-01 02:00:00,12,Clear,7,54,1014,16,1,0,0,0,0
4,2012-07-01 02:30:00,10,Clear,2,67,1014,16,1,0,0,0,0
5,2012-07-01 03:00:00,11,Clear,13,62,1014,16,1,0,0,0,0
6,2012-07-01 04:00:00,10,Clear,9,71,1014,16,1,0,0,0,0
7,2012-07-01 04:30:00,10,Clear,9,67,1014,16,1,0,0,0,0
8,2012-07-01 05:00:00,10,Clear,11,67,1014,16,1,0,0,0,0
9,2012-07-01 06:00:00,10,Clear,9,67,1014,16,1,0,0,0,0
10,2012-07-01 06:30:00,10,Partly sunny,13,67,1015,16,0,1,0,0,0
11,2012-07-01 07:00:00,9,Partly sunny,13,71,1015,16,0,1,0,0,0
12,2012-07-01 07:30:00,10,Partly sunny,17,62,1015,16,0,1,0,0,0
13,2012-07-01 08:00:00,10,Partly sunny,15,62,1015,16,0,1,0,0,0
14,2012-07-01 08:30:00,10,Partly sunny,19,67,1016,16,0,1,0,0,0
15,2012-07-01 09:00:00,11,Partly sunny,17,62,1016,16,0,1,0,0,0
16,2012-07-01 09:30:00,12,Partly sunny,17,58,1016,16,0,1,0,0,0
17,2012-07-01 10:00:00,12,Partly sunny,19,54,1016,16,0,1,0,0,0
18,2012-07-01 10:30:00,14,Scattered clouds,19,48,1015,16,0,0,0,1,0
19,2012-07-01 11:00:00,15,Scattered clouds,17,45,1015,16,0,0,0,1,0
20,2012-07-01 12:00:00,13,Partly sunny,28,44,1015,16,0,1,0,0,0
21,2012-07-01 12:30:00,15,Scattered clouds,15,39,1014,16,0,0,0,1,0
22,2012-07-01 13:00:00,16,Scattered clouds,24,31,1014,16,0,0,0,1,0
23,2012-07-01 13:30:00,17,Passing clouds,28,27,1013,16,0,0,1,0,0
24,2012-07-01 14:00:00,16,Passing clouds,26,29,1013,16,0,0,1,0,0
25,2012-07-01 15:00:00,16,Passing clouds,30,27,1013,16,0,0,1,0,0
26,2012-07-01 15:30:00,16,Passing clouds,30,29,1013,16,0,0,1,0,0
27,2012-07-01 16:00:00,14,Passing clouds,32,39,1013,16,0,0,1,0,0
28,2012-07-01 16:30:00,13,Passing clouds,22,41,1014,16,0,0,1,0,0
29,2012-07-01 17:00:00,13,Passing clouds,32,41,1014,16,0,0,1,0,0
30,2012-07-01 18:00:00,12,Passing clouds,22,47,1014,16,0,0,1,0,0
31,2012-07-01 18:30:00,12,Clear,20,44,1015,16,1,0,0,0,0
32,2012-07-01 19:00:00,12,Clear,22,47,1015,16,1,0,0,0,0
33,2012-07-01 19:30:00,11,Clear,19,50,1015,16,1,0,0,0,0
34,2012-07-01 20:00:00,11,Clear,20,54,1015,16,1,0,0,0,0
35,2012-07-01 20:30:00,10,Clear,20,58,1015,16,1,0,0,0,0
36,2012-07-01 21:00:00,11,Clear,17,54,1015,16,1,0,0,0,0
37,2012-07-01 21:30:00,11,Clear,20,50,1015,16,1,0,0,0,0
38,2012-07-01 22:00:00,10,Clear,20,54,1015,16,1,0,0,0,0
39,2012-07-01 23:00:00,10,Clear,20,54,1015,16,1,0,0,0,0
40,2012-07-01 23:30:00,9,Clear,19,58,1015,16,1,0,0,0,0
41,2012-07-02 00:00:00,9,Clear,15,58,1014,16,1,0,0,0,0
42,2012-07-02 00:30:00,9,Clear,17,62,1014,16,1,0,0,0,0
43,2012-07-02 01:00:00,8,Clear,15,66,1014,16,1,0,0,0,0
44,2012-07-02 01:30:00,8,Clear,15,66,1014,16,1,0,0,0,0
45,2012-07-02 02:00:00,8,Clear,13,66,1014,16,1,0,0,0,0
46,2012-07-02 02:30:00,8,Clear,15,66,1014,16,1,0,0,0,0
47,2012-07-02 03:00:00,7,Clear,19,71,1014,16,1,0,0,0,0
48,2012-07-02 03:30:00,7,Clear,11,71,1014,16,1,0,0,0,0
49,2012-07-02 04:00:00,7,Clear,15,71,1014,16,1,0,0,0,0
50,2012-07-02 04:30:00,7,Clear,17,71,1014,16,1,0,0,0,0
51,2012-07-02 05:00:00,7,Clear,13,71,1014,16,1,0,0,0,0
52,2012-07-02 06:00:00,6,Clear,17,76,1014,16,1,0,0,0,0
53,2012-07-02 06:30:00,6,Passing clouds,17,76,1014,16,0,0,1,0,0
54,2012-07-02 07:00:00,7,Passing clouds,17,71,1015,16,0,0,1,0,0
55,2012-07-02 07:30:00,7,Passing clouds,22,71,1015,16,0,0,1,0,0
56,2012-07-02 08:00:00,9,Passing clouds,19,66,1015,16,0,0,1,0,0
57,2012-07-02 08:30:00,10,Passing clouds,17,62,1015,16,0,0,1,0,0
58,2012-07-02 09:00:00,12,Passing clouds,19,54,1016,16,0,0,1,0,0
59,2012-07-02 10:00:00,13,Passing clouds,28,47,1016,16,0,0,1,0,0
60,2012-07-02 10:30:00,13,Passing clouds,32,47,1016,16,0,0,1,0,0
61,2012-07-02 11:00:00,14,Passing clouds,24,44,1016,16,0,0,1,0,0
62,2012-07-02 12:00:00,15,Sunny,32,39,1015,16,0,0,0,0,1
63,2012-07-02 12:30:00,15,Sunny,30,39,1015,16,0,0,0,0,1
64,2012-07-02 13:00:00,15,Sunny,30,36,1015,16,0,0,0,0,1
65,2012-07-02 13:30:00,15,Sunny,32,39,1015,16,0,0,0,0,1
66,2012-07-02 14:00:00,16,Sunny,32,39,1015,16,0,0,0,0,1
67,2012-07-02 14:30:00,15,Sunny,30,42,1015,16,0,0,0,0,1
68,2012-07-02 15:00:00,16,Sunny,20,31,1015,16,0,0,0,0,1
69,2012-07-02 15:30:00,15,Sunny,30,36,1015,16,0,0,0,0,1
70,2012-07-02 16:00:00,15,Clear,24,36,1015,16,1,0,0,0,0
71,2012-07-02 17:00:00,14,Clear,26,39,1016,16,1,0,0,0,0
72,2012-07-02 17:30:00,13,Clear,20,47,1016,16,1,0,0,0,0
73,2012-07-02 18:00:00,13,Clear,20,47,1017,16,1,0,0,0,0
74,2012-07-02 18:30:00,12,Clear,22,51,1017,16,1,0,0,0,0
75,2012-07-02 19:00:00,12,Clear,22,51,1017,16,1,0,0,0,0
76,2012-07-02 19:30:00,11,Clear,22,54,1017,16,1,0,0,0,0
77,2012-07-02 20:00:00,11,Clear,30,54,1018,16,1,0,0,0,0
78,2012-07-02 20:30:00,11,Clear,28,54,1018,16,1,0,0,0,0
79,2012-07-02 21:00:00,11,Clear,30,54,1018,16,1,0,0,0,0
80,2012-07-02 21:30:00,11,Clear,28,54,1018,16,1,0,0,0,0
81,2012-07-02 22:00:00,10,Clear,28,58,1018,16,1,0,0,0,0
82,2012-07-02 22:30:00,10,Clear,26,58,1018,16,1,0,0,0,0
83,2012-07-02 23:00:00,10,Clear,28,58,1018,16,1,0,0,0,0
84,2012-07-02 23:30:00,9,Clear,26,62,1018,16,1,0,0,0,0
85,2012-07-03 00:00:00,9,Clear,24,62,1018,16,1,0,0,0,0
86,2012-07-03 00:30:00,8,Clear,26,66,1018,16,1,0,0,0,0
87,2012-07-03 01:00:00,9,Clear,28,62,1018,16,1,0,0,0,0
88,2012-07-03 01:30:00,9,Clear,28,62,1018,16,1,0,0,0,0
89,2012-07-03 02:00:00,9,Clear,26,62,1018,16,1,0,0,0,0
90,2012-07-03 02:30:00,9,Clear,28,58,1018,16,1,0,0,0,0
91,2012-07-03 03:00:00,9,Clear,30,58,1018,16,1,0,0,0,0
92,2012-07-03 03:30:00,9,Clear,28,58,1018,16,1,0,0,0,0
93,2012-07-03 04:00:00,8,Clear,24,66,1018,16,1,0,0,0,0
94,2012-07-03 04:30:00,9,Clear,32,58,1018,16,1,0,0,0,0
95,2012-07-03 05:00:00,8,Clear,28,66,1018,16,1,0,0,0,0
96,2012-07-03 05:30:00,8,Clear,28,66,1018,16,1,0,0,0,0
97,2012-07-03 06:00:00,8,Clear,26,66,1018,16,1,0,0,0,0
98,2012-07-03 06:30:00,8,Sunny,28,66,1019,16,0,0,0,0,1
99,2012-07-03 07:00:00,8,Sunny,28,66,1019,16,0,0,0,0,1
100,2012-07-03 07:30:00,8,Sunny,26,66,1019,16,0,0,0,0,1
101,2012-07-03 08:00:00,9,Sunny,30,62,1020,16,0,0,0,0,1
102,2012-07-03 08:30:00,10,Sunny,30,58,1020,16,0,0,0,0,1
103,2012-07-03 09:00:00,11,Sunny,28,54,1020,16,0,0,0,0,1
104,2012-07-03 09:30:00,11,Sunny,32,54,1020,16,0,0,0,0,1
105,2012-07-03 10:00:00,12,Sunny,28,51,1020,16,0,0,0,0,1
106,2012-07-03 10:30:00,13,Sunny,30,47,1020,16,0,0,0,0,1
107,2012-07-03 11:00:00,13,Sunny,28,47,1019,16,0,0,0,0,1
108,2012-07-03 12:00:00,14,Sunny,22,44,1019,16,0,0,0,0,1
109,2012-07-03 12:30:00,15,Sunny,20,42,1018,16,0,0,0,0,1
110,2012-07-03 13:00:00,15,Sunny,19,45,1018,16,0,0,0,0,1
111,2012-07-03 13:30:00,15,Sunny,24,48,1018,16,0,0,0,0,1
112,2012-07-03 14:00:00,15,Sunny,26,48,1018,16,0,0,0,0,1
113,2012-07-03 14:30:00,15,Sunny,24,51,1018,16,0,0,0,0,1
114,2012-07-03 15:02:00,14,Sunny,26,51,1018,16,0,0,0,0,1
115,2012-07-03 15:30:00,14,Sunny,22,48,1018,16,0,0,0,0,1
116,2012-07-03 16:00:00,14,Clear,26,51,1018,16,1,0,0,0,0
117,2012-07-03 16:30:00,14,Clear,24,51,1018,16,1,0,0,0,0
118,2012-07-03 17:00:00,14,Clear,17,55,1018,16,1,0,0,0,0
119,2012-07-03 17:30:00,13,Clear,13,51,1018,16,1,0,0,0,0
120,2012-07-03 18:00:00,13,Clear,9,51,1019,16,1,0,0,0,0
121,2012-07-03 18:30:00,12,Clear,9,51,1019,16,1,0,0,0,0
122,2012-07-03 19:00:00,12,Clear,13,51,1019,16,1,0,0,0,0
123,2012-07-03 19:30:00,12,Clear,17,51,1020,16,1,0,0,0,0
124,2012-07-03 20:00:00,11,Clear,13,58,1020,16,1,0,0,0,0
125,2012-07-03 21:00:00,10,Clear,22,58,1020,16,1,0,0,0,0
126,2012-07-03 21:30:00,10,Clear,28,58,1020,16,1,0,0,0,0
127,2012-07-03 22:00:00,11,Clear,32,54,1020,16,1,0,0,0,0
128,2012-07-03 22:30:00,11,Clear,30,54,1020,16,1,0,0,0,0
129,2012-07-03 23:00:00,10,Clear,30,58,1021,16,1,0,0,0,0
130,2012-07-04 00:00:00,10,Clear,30,58,1021,16,1,0,0,0,0
131,2012-07-04 00:30:00,10,Clear,30,62,1021,16,1,0,0,0,0
132,2012-07-04 01:00:00,10,Clear,30,58,1021,16,1,0,0,0,0
133,2012-07-04 01:30:00,9,Clear,26,62,1021,16,1,0,0,0,0
134,2012-07-04 02:00:00,9,Clear,26,58,1021,16,1,0,0,0,0
135,2012-07-04 02:30:00,9,Clear,24,62,1021,16,1,0,0,0,0
136,2012-07-04 03:00:00,9,Clear,24,58,1021,16,1,0,0,0,0
137,2012-07-04 03:30:00,8,Clear,22,66,1021,16,1,0,0,0,0
138,2012-07-04 04:00:00,8,Clear,20,66,1021,16,1,0,0,0,0
139,2012-07-04 04:30:00,8,Clear,22,62,1021,16,1,0,0,0,0
140,2012-07-04 05:00:00,8,Clear,20,62,1021,16,1,0,0,0,0
141,2012-07-04 06:00:00,9,Passing clouds,28,58,1022,16,0,0,1,0,0
142,2012-07-04 06:30:00,9,Passing clouds,32,54,1023,16,0,0,1,0,0
143,2012-07-04 07:00:00,8,Passing clouds,26,62,1023,16,0,0,1,0,0
144,2012-07-04 07:30:00,8,Passing clouds,22,62,1023,16,0,0,1,0,0
145,2012-07-04 08:00:00,9,Passing clouds,26,58,1024,16,0,0,1,0,0
146,2012-07-04 08:30:00,10,Scattered clouds,26,54,1024,16,0,0,0,1,0
147,2012-07-04 09:00:00,10,Scattered clouds,28,54,1024,16,0,0,0,1,0
148,2012-07-04 10:00:00,12,Scattered clouds,19,51,1025,16,0,0,0,1,0
149,2012-07-04 10:30:00,13,Scattered clouds,37,51,1025,16,0,0,0,1,0
150,2012-07-04 11:00:00,14,Partly sunny,39,55,1025,16,0,1,0,0,0
151,2012-07-04 12:00:00,14,Scattered clouds,37,51,1024,16,0,0,0,1,0
152,2012-07-04 12:30:00,14,Scattered clouds,32,55,1024,16,0,0,0,1,0
153,2012-07-04 13:00:00,14,Scattered clouds,37,55,1024,16,0,0,0,1,0
154,2012-07-04 13:30:00,14,Scattered clouds,39,51,1024,16,0,0,0,1,0
155,2012-07-04 14:00:00,15,Scattered clouds,37,51,1024,16,0,0,0,1,0
156,2012-07-04 14:30:00,14,Scattered clouds,32,55,1024,16,0,0,0,1,0
157,2012-07-04 15:00:00,14,Scattered clouds,35,55,1025,16,0,0,0,1,0
158,2012-07-04 15:30:00,13,Scattered clouds,33,72,1025,16,0,0,0,1,0
159,2012-07-04 16:00:00,13,Scattered clouds,32,63,1026,16,0,0,0,1,0
160,2012-07-04 16:30:00,14,Scattered clouds,28,59,1026,16,0,0,0,1,0
161,2012-07-04 17:00:00,14,Scattered clouds,26,55,1026,16,0,0,0,1,0
162,2012-07-04 17:30:00,13,Scattered clouds,24,55,1026,16,0,0,0,1,0
163,2012-07-04 18:00:00,13,Scattered clouds,26,63,1026,16,0,0,0,1,0
164,2012-07-04 18:30:00,13,Scattered clouds,28,59,1026,16,0,0,0,1,0
165,2012-07-04 19:00:00,12,Scattered clouds,28,67,1027,16,0,0,0,1,0
166,2012-07-04 19:30:00,12,Scattered clouds,24,63,1027,16,0,0,0,1,0
167,2012-07-04 20:00:00,12,Scattered clouds,24,63,1027,16,0,0,0,1,0
168,2012-07-04 20:30:00,11,Scattered clouds,24,67,1027,16,0,0,0,1,0
169,2012-07-04 21:00:00,11,Scattered clouds,19,72,1027,16,0,0,0,1,0
170,2012-07-04 21:30:00,11,Scattered clouds,20,77,1027,16,0,0,0,1,0
171,2012-07-04 22:00:00,11,Scattered clouds,20,82,1028,16,0,0,0,1,0
172,2012-07-04 22:30:00,11,Scattered clouds,24,82,1028,16,0,0,0,1,0
173,2012-07-04 23:00:00,12,Scattered clouds,30,77,1028,16,0,0,0,1,0
174,2012-07-04 23:30:00,12,Scattered clouds,39,82,1028,16,0,0,0,1,0
175,2012-07-04 23:46:00,12,Scattered clouds,30,82,1028,7,0,0,0,1,0
176,2012-07-05 00:00:00,12,Scattered clouds,32,82,1028,7,0,0,0,1,0
177,2012-07-05 00:30:00,12,Scattered clouds,33,82,1028,7,0,0,0,1,0
178,2012-07-05 01:00:00,12,Scattered clouds,30,77,1028,7,0,0,0,1,0
179,2012-07-05 01:30:00,11,Scattered clouds,32,82,1028,7,0,0,0,1,0
180,2012-07-05 02:00:00,11,Scattered clouds,28,88,1028,7,0,0,0,1,0
181,2012-07-05 02:30:00,10,Scattered clouds,28,94,1028,7,0,0,0,1,0
182,2012-07-05 03:00:00,11,Scattered clouds,33,82,1028,7,0,0,0,1,0
183,2012-07-05 03:30:00,11,Scattered clouds,32,82,1028,9,0,0,0,1,0
184,2012-07-05 04:00:00,11,Scattered clouds,35,77,1028,9,0,0,0,1,0
185,2012-07-05 05:00:00,10,Scattered clouds,24,76,1028,9,0,0,0,1,0
186,2012-07-05 06:00:00,10,Passing clouds,26,82,1029,9,0,0,1,0,0
187,2012-07-05 06:30:00,11,Passing clouds,30,72,1029,9,0,0,1,0,0
188,2012-07-05 07:00:00,10,Passing clouds,26,88,1030,7,0,0,1,0,0
189,2012-07-05 07:30:00,10,Passing clouds,26,82,1030,7,0,0,1,0,0
190,2012-07-05 08:00:00,10,Passing clouds,26,76,1030,7,0,0,1,0,0
191,2012-07-05 08:30:00,11,Passing clouds,28,72,1030,7,0,0,1,0,0
192,2012-07-05 09:00:00,11,Passing clouds,30,77,1031,7,0,0,1,0,0
193,2012-07-05 09:30:00,11,Passing clouds,24,82,1031,7,0,0,1,0,0
194,2012-07-05 10:00:00,11,Passing clouds,24,88,1031,7,0,0,1,0,0
195,2012-07-05 10:48:00,11,Passing clouds,28,88,1031,7,0,0,1,0,0
196,2012-07-05 11:00:00,12,Passing clouds,22,77,1031,7,0,0,1,0,0
197,2012-07-05 12:00:00,13,Passing clouds,32,67,1030,7,0,0,1,0,0
198,2012-07-05 12:30:00,14,Passing clouds,35,67,1030,7,0,0,1,0,0
199,2012-07-05 13:00:00,14,Passing clouds,33,63,1030,7,0,0,1,0,0
200,2012-07-05 13:30:00,13,Passing clouds,32,77,1030,7,0,0,1,0,0
201,2012-07-05 14:00:00,13,Passing clouds,35,72,1030,7,0,0,1,0,0
202,2012-07-05 14:30:00,14,Passing clouds,32,67,1030,7,0,0,1,0,0
203,2012-07-05 15:00:00,12,Passing clouds,33,88,1030,5,0,0,1,0,0
204,2012-07-05 15:30:00,13,Passing clouds,30,77,1030,5,0,0,1,0,0
205,2012-07-05 16:00:00,13,Passing clouds,37,77,1030,5,0,0,1,0,0
206,2012-07-05 17:00:00,12,Passing clouds,26,82,1030,5,0,0,1,0,0
207,2012-07-05 17:30:00,11,Passing clouds,24,88,1030,5,0,0,1,0,0
208,2012-07-05 18:00:00,11,Passing clouds,26,88,1031,5,0,0,1,0,0
209,2012-07-05 18:30:00,10,Passing clouds,26,94,1031,4,0,0,1,0,0
210,2012-07-05 19:00:00,11,Passing clouds,22,88,1031,4,0,0,1,0,0
211,2012-07-05 19:30:00,12,Passing clouds,28,82,1031,4,0,0,1,0,0
212,2012-07-05 20:00:00,11,Passing clouds,22,94,1032,7,0,0,1,0,0
213,2012-07-05 20:30:00,11,Passing clouds,26,94,1032,7,0,0,1,0,0
214,2012-07-05 21:00:00,11,Passing clouds,20,94,1032,7,0,0,1,0,0
215,2012-07-05 21:30:00,11,Passing clouds,15,94,1032,9,0,0,1,0,0
216,2012-07-05 22:00:00,11,Passing clouds,17,94,1032,8,0,0,1,0,0
217,2012-07-05 23:00:00,11,Passing clouds,26,94,1032,8,0,0,1,0,0
218,2012-07-05 23:30:00,12,Passing clouds,24,88,1032,8,0,0,1,0,0
219,2012-07-06 00:00:00,11,Passing clouds,13,94,1032,8,0,0,1,0,0
220,2012-07-06 00:30:00,11,Passing clouds,19,94,1032,8,0,0,1,0,0
221,2012-07-06 01:00:00,11,Passing clouds,20,94,1032,8,0,0,1,0,0
222,2012-07-06 01:30:00,11,Passing clouds,28,94,1032,8,0,0,1,0,0
223,2012-07-06 02:00:00,13,Passing clouds,32,77,1032,8,0,0,1,0,0
224,2012-07-06 03:00:00,12,Passing clouds,32,88,1031,8,0,0,1,0,0
225,2012-07-06 05:00:00,11,Passing clouds,26,94,1031,6,0,0,1,0,0
226,2012-07-06 06:00:00,11,Passing clouds,24,88,1032,6,0,0,1,0,0
227,2012-07-06 06:30:00,11,Passing clouds,17,88,1032,6,0,0,1,0,0
228,2012-07-06 07:00:00,10,Passing clouds,19,94,1032,6,0,0,1,0,0
229,2012-07-06 07:30:00,10,Passing clouds,24,94,1032,6,0,0,1,0,0
230,2012-07-06 08:00:00,11,Passing clouds,13,88,1032,6,0,0,1,0,0
231,2012-07-06 08:30:00,11,Passing clouds,30,82,1032,6,0,0,1,0,0
232,2012-07-06 09:00:00,11,Passing clouds,26,82,1033,6,0,0,1,0,0
233,2012-07-06 09:30:00,12,Passing clouds,32,82,1033,6,0,0,1,0,0
234,2012-07-06 10:00:00,12,Passing clouds,33,77,1033,6,0,0,1,0,0
235,2012-07-06 10:30:00,12,Passing clouds,20,77,1033,6,0,0,1,0,0
236,2012-07-06 11:00:00,12,Passing clouds,13,72,1033,6,0,0,1,0,0
237,2012-07-06 12:00:00,13,Passing clouds,32,72,1032,6,0,0,1,0,0
238,2012-07-06 12:30:00,14,Passing clouds,35,63,1032,6,0,0,1,0,0
239,2012-07-06 13:00:00,14,Scattered clouds,33,59,1031,6,0,0,0,1,0
240,2012-07-06 13:30:00,14,Scattered clouds,33,59,1031,6,0,0,0,1,0
241,2012-07-06 14:00:00,14,Passing clouds,33,59,1031,6,0,0,1,0,0
242,2012-07-06 14:30:00,14,Passing clouds,32,59,1031,6,0,0,1,0,0
243,2012-07-06 15:00:00,14,Passing clouds,30,63,1031,6,0,0,1,0,0
244,2012-07-06 15:30:00,14,Passing clouds,30,63,1031,6,0,0,1,0,0
245,2012-07-06 16:00:00,14,Passing clouds,32,63,1031,6,0,0,1,0,0
246,2012-07-06 16:30:00,14,Passing clouds,28,63,1031,6,0,0,1,0,0
247,2012-07-06 17:00:00,13,Passing clouds,26,67,1031,6,0,0,1,0,0
248,2012-07-06 18:00:00,12,Passing clouds,19,67,1031,6,0,0,1,0,0
249,2012-07-06 18:30:00,12,Passing clouds,19,63,1031,6,0,0,1,0,0
250,2012-07-06 19:00:00,12,Passing clouds,20,63,1031,6,0,0,1,0,0
251,2012-07-06 19:30:00,12,Passing clouds,20,63,1032,6,0,0,1,0,0
252,2012-07-06 20:00:00,12,Passing clouds,22,63,1032,6,0,0,1,0,0
253,2012-07-06 20:30:00,12,Passing clouds,22,63,1032,6,0,0,1,0,0
254,2012-07-06 21:00:00,13,Passing clouds,20,63,1032,9,0,0,1,0,0
255,2012-07-06 21:30:00,11,Passing clouds,24,82,1032,9,0,0,1,0,0
256,2012-07-06 22:00:00,11,Passing clouds,22,88,1032,9,0,0,1,0,0
257,2012-07-06 22:30:00,11,Passing clouds,22,88,1032,9,0,0,1,0,0
258,2012-07-06 23:00:00,11,Passing clouds,20,82,1031,9,0,0,1,0,0
259,2012-07-07 00:00:00,11,Passing clouds,24,82,1031,9,0,0,1,0,0
260,2012-07-07 00:30:00,11,Passing clouds,24,88,1031,9,0,0,1,0,0
261,2012-07-07 01:00:00,11,Passing clouds,22,82,1031,9,0,0,1,0,0
262,2012-07-07 01:30:00,11,Passing clouds,20,82,1031,9,0,0,1,0,0
263,2012-07-07 02:00:00,10,Passing clouds,20,88,1031,9,0,0,1,0,0
264,2012-07-07 02:30:00,10,Passing clouds,17,82,1031,9,0,0,1,0,0
265,2012-07-07 03:00:00,10,Passing clouds,15,76,1031,9,0,0,1,0,0
266,2012-07-07 04:00:00,9,Passing clouds,15,87,1031,9,0,0,1,0,0
267,2012-07-07 05:00:00,9,Passing clouds,15,87,1031,9,0,0,1,0,0
268,2012-07-07 06:00:00,10,Passing clouds,9,88,1031,9,0,0,1,0,0
269,2012-07-07 06:30:00,10,Passing clouds,11,88,1031,9,0,0,1,0,0
270,2012-07-07 07:00:00,10,Passing clouds,15,88,1031,9,0,0,1,0,0
271,2012-07-07 07:30:00,10,Passing clouds,20,88,1031,9,0,0,1,0,0
272,2012-07-07 08:00:00,11,Passing clouds,20,82,1032,8,0,0,1,0,0
273,2012-07-07 09:00:00,11,Passing clouds,13,88,1032,9,0,0,1,0,0
274,2012-07-07 10:00:00,12,Partly sunny,13,82,1032,9,0,1,0,0,0
275,2012-07-07 10:30:00,12,Partly sunny,13,82,1032,9,0,1,0,0,0
276,2012-07-07 11:00:00,13,Partly sunny,13,77,1032,9,0,1,0,0,0
277,2012-07-07 12:00:00,14,Partly sunny,9,77,1031,9,0,1,0,0,0
278,2012-07-07 12:30:00,13,Partly sunny,24,77,1031,8,0,1,0,0,0
279,2012-07-07 13:00:00,13,Partly sunny,9,82,1031,7,0,1,0,0,0
280,2012-07-07 13:30:00,13,Partly sunny,6,82,1030,7,0,1,0,0,0
281,2012-07-07 14:00:00,14,Partly sunny,13,77,1030,7,0,1,0,0,0
282,2012-07-07 14:30:00,14,Partly sunny,20,72,1030,7,0,1,0,0,0
283,2012-07-07 15:00:00,14,Partly sunny,17,72,1030,7,0,1,0,0,0
284,2012-07-07 15:30:00,14,Partly sunny,19,77,1030,7,0,1,0,0,0
285,2012-07-07 16:00:00,14,Partly sunny,19,77,1030,7,0,1,0,0,0
286,2012-07-07 17:00:00,14,Partly sunny,15,77,1030,7,0,1,0,0,0
287,2012-07-07 17:30:00,14,Partly sunny,19,72,1030,7,0,1,0,0,0
288,2012-07-07 18:00:00,14,Partly sunny,15,77,1030,7,0,1,0,0,0
289,2012-07-07 18:30:00,14,Partly sunny,17,67,1030,7,0,1,0,0,0
290,2012-07-07 19:00:00,14,Partly sunny,19,72,1030,9,0,1,0,0,0
291,2012-07-07 19:30:00,13,Passing clouds,7,82,1030,9,0,0,1,0,0
292,2012-07-07 20:00:00,13,Passing clouds,9,82,1031,9,0,0,1,0,0
293,2012-07-07 20:30:00,13,Passing clouds,7,82,1030,9,0,0,1,0,0
294,2012-07-07 21:00:00,13,Passing clouds,6,82,1030,9,0,0,1,0,0
295,2012-07-07 21:30:00,13,Passing clouds,9,82,1030,9,0,0,1,0,0
296,2012-07-07 22:00:00,13,Passing clouds,9,77,1030,9,0,0,1,0,0
297,2012-07-07 23:00:00,13,Passing clouds,2,72,1030,9,0,0,1,0,0
298,2012-07-08 00:00:00,12,Passing clouds,6,82,1030,9,0,0,1,0,0
299,2012-07-08 00:30:00,12,Passing clouds,9,82,1030,9,0,0,1,0,0
300,2012-07-08 01:00:00,12,Passing clouds,11,82,1030,9,0,0,1,0,0
301,2012-07-08 01:30:00,12,Passing clouds,13,82,1030,9,0,0,1,0,0
302,2012-07-08 02:00:00,12,Passing clouds,11,82,1030,9,0,0,1,0,0
303,2012-07-08 02:30:00,11,Passing clouds,9,82,1029,9,0,0,1,0,0
304,2012-07-08 03:00:00,12,Passing clouds,9,77,1029,9,0,0,1,0,0
305,2012-07-08 03:30:00,11,Passing clouds,11,82,1029,9,0,0,1,0,0
306,2012-07-08 04:00:00,11,Passing clouds,13,82,1029,9,0,0,1,0,0
307,2012-07-08 04:30:00,11,Passing clouds,13,82,1029,9,0,0,1,0,0
308,2012-07-08 05:00:00,10,Passing clouds,15,88,1029,9,0,0,1,0,0
309,2012-07-08 06:00:00,10,Passing clouds,11,82,1030,9,0,0,1,0,0
310,2012-07-08 06:30:00,10,Scattered clouds,15,82,1030,9,0,0,0,1,0
311,2012-07-08 07:00:00,10,Partly sunny,15,82,1030,9,0,1,0,0,0
312,2012-07-08 07:30:00,10,Scattered clouds,15,76,1030,9,0,0,0,1,0
313,2012-07-08 08:00:00,10,Passing clouds,13,76,1030,9,0,0,1,0,0
314,2012-07-08 09:00:00,13,Passing clouds,11,67,1031,9,0,0,1,0,0
315,2012-07-08 09:30:00,14,Passing clouds,11,63,1031,9,0,0,1,0,0
316,2012-07-08 10:00:00,15,Passing clouds,9,63,1031,9,0,0,1,0,0
317,2012-07-08 11:00:00,15,Passing clouds,9,68,1030,9,0,0,1,0,0
318,2012-07-08 12:00:00,16,Passing clouds,6,63,1029,9,0,0,1,0,0
319,2012-07-08 12:30:00,16,Passing clouds,9,68,1029,9,0,0,1,0,0
320,2012-07-08 13:00:00,16,Passing clouds,11,68,1028,9,0,0,1,0,0
321,2012-07-08 13:30:00,16,Passing clouds,13,59,1028,9,0,0,1,0,0
322,2012-07-08 14:00:00,16,Passing clouds,13,63,1028,9,0,0,1,0,0
323,2012-07-08 14:30:00,16,Passing clouds,15,63,1028,9,0,0,1,0,0
324,2012-07-08 15:00:00,16,Passing clouds,15,63,1028,9,0,0,1,0,0
325,2012-07-08 16:00:00,16,Passing clouds,15,63,1028,9,0,0,1,0,0
326,2012-07-08 16:30:00,15,Passing clouds,13,68,1028,9,0,0,1,0,0
327,2012-07-08 17:00:00,14,Clear,13,72,1028,16,1,0,0,0,0
328,2012-07-08 18:00:00,15,Clear,9,68,1028,16,1,0,0,0,0
329,2012-07-08 18:30:00,14,Clear,7,72,1028,16,1,0,0,0,0
